ticker,anndats,permno,surprise,surprise_quintile,beat,medest,actual_eps,numest,stdev,car_m1_p1,car_0_p30,car_0_p60,ann_year,sic_code,at,mkvalt,ni,mkcap_quintile,sector,revision_30d,revision_60d,dispersion,num_analysts,prior_surprise,prev_ann,days_since_last
AA,2010-01-11,16347,-2.0,Large Miss,0,-0.68,-2.4,12.0,0.16,0.0,0.0,0.0,2010,,,,,Q2,Unknown,0.0,0.0,0.23529411764705882,12.0,,,
AA,2011-01-10,16347,2.0,Large Beat,1,0.51,1.62,13.0,0.05,0.0,0.0,0.0,2011,,,,,Q2,Unknown,0.0,0.0,0.09803921568627451,13.0,-2.0,2010-01-11,364.0
AA,2012-01-09,16347,1.6666666666666667,Large Beat,1,0.81,2.16,16.0,0.09,0.0,0.0,0.0,2012,,,,,Q2,Unknown,0.0,-0.024096385542168565,0.1111111111111111,16.0,2.0,2011-01-10,364.0
AA,2013-01-08,16347,1.769230769230769,Large Beat,1,0.26,0.72,19.0,0.04,0.0,0.0,0.0,2013,,,,,Q2,Unknown,0.0,0.0,0.15384615384615385,19.0,1.6666666666666667,2012-01-09,365.0
AA,2014-01-09,16347,1.8285714285714287,Large Beat,1,0.35,0.99,19.0,0.04,0.0,0.0,0.0,2014,3330.0,18680.0,,-256.0,Q2,Manufacturing,0.0,0.029411764705882214,0.1142857142857143,19.0,1.769230769230769,2013-01-08,366.0
AA,2015-01-12,16347,2.0,Large Beat,1,0.83,2.76,21.0,0.04,0.0,0.0,0.0,2015,3330.0,16413.0,,-863.0,Q2,Manufacturing,0.0,0.024691358024691242,0.04819277108433735,21.0,1.8285714285714287,2014-01-09,368.0
AA,2016-01-11,16347,1.9473684210526316,Large Beat,1,0.57,1.68,15.0,0.03,0.0,0.0,0.0,2016,3330.0,16741.0,5136.7025,-400.0,Q1,Manufacturing,0.0,-0.050000000000000044,0.052631578947368425,15.0,2.0,2015-01-12,364.0
AA,2021-02-03,24643,0.06666666666666672,Beat,1,0.75,0.8,7.0,0.02,0.06339384200659604,0.19337852910869846,0.13794972701876151,2021,3330.0,15025.0,10968.678,429.0,Q2,Manufacturing,0.0,0.013513513513513526,0.02666666666666667,7.0,1.9473684210526316,2016-01-11,1850.0
AA,2022-02-02,24643,0.010000000000000009,Inline,1,1.0,1.01,13.0,0.01,0.057219294822321576,0.13625332584222338,0.18869571405145025,2022,3334.0,14756.0,8046.7804,-123.0,Q1,Manufacturing,0.0,0.0,0.01,13.0,0.06666666666666672,2021-02-03,364.0
AA,2023-02-14,24643,0.0,Inline,0,1.4,1.4,14.0,0.01,0.05424068405396398,0.05292244813430891,0.08483313691564032,2023,3334.0,14155.0,6068.048,-651.0,Q1,Manufacturing,0.0,0.0,0.0071428571428571435,14.0,0.010000000000000009,2022-02-02,377.0
AAPL,2010-10-18,14593,-0.9629129540781357,Large Miss,0,14.59,0.5411,50.0,0.47,0.03466379795611285,-0.021697218441536825,-0.007132476650426822,2010,3571.0,75183.0,259906.4875,14013.0,Q5,Manufacturing,0.0,0.006206896551724128,0.03221384509938314,50.0,,,
AAPL,2011-10-18,14593,-0.9641551849166061,Large Miss,0,27.58,0.9886,53.0,0.99,-0.041370786609190136,-0.1304904656794933,-0.07536829465040851,2011,3571.0,116371.0,354351.9056,25922.0,Q5,Manufacturing,,0.0,0.03589557650471356,53.0,-0.9629129540781357,2010-10-18,365.0
AAPL,2012-10-25,14593,-0.9644223826714802,Large Miss,0,44.32,1.5768,55.0,0.62,-0.014621467153660972,-0.13430768133061244,-0.3362147523251888,2012,3663.0,176064.0,626550.3528,41733.0,Q5,Manufacturing,0.0,0.004305461137548101,0.013989169675090252,55.0,-0.9641551849166061,2011-10-18,373.0
AAPL,2013-10-28,14593,-0.9639512442864397,Large Miss,0,39.38,1.4196,54.0,0.26,-0.03646173865718361,0.06277204272478709,0.0233446177173684,2013,3663.0,207000.0,428699.7978,37037.0,Q5,Manufacturing,0.0,0.008450704225352252,0.006602336211274758,54.0,-0.9644223826714802,2012-10-25,368.0
